dise_orpha_id	dise_name	link_status	link_type	gene_name	hgnc_id	symbol	entrez_id
401959	Partial corpus callosum agenesis-cerebellar vermis hypoplasia with posterior fossa cysts syndrome	Assessed	Disease-causing germline mutation(s) in	karyopherin subunit alpha 7	21839	KPNA7	402569
401948	Hyperammonemic encephalopathy due to carbonic anhydrase VA deficiency	Assessed	Disease-causing germline mutation(s) in	carbonic anhydrase 5A	1377	CA5A	763
401945	Moyamoya disease with early-onset achalasia	Assessed	Disease-causing germline mutation(s) (loss of function) in	guanylate cyclase 1 soluble subunit alpha	4685	GUCY1A3	2982
401986	1p31p32 microdeletion syndrome	Assessed	Role in the phenotype of	nuclear factor I A	7784	NFIA	4774
401979	Autosomal recessive spondylometaphyseal dysplasia, Mégarbané type	Assessed	Disease-causing germline mutation(s) in	presequence translocase associated motor 16 homolog	29679	PAM16	51025
401964	Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons	Assessed	Disease-causing germline mutation(s) in	DDB1 and CUL4 associated factor 8	24891	DCAF8	50717
402003	Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering	Assessed	Disease-causing germline mutation(s) in	keratin 6C	20406	KRT6C	286887
402017	Acute myeloid leukemia with t(9;11)(p22;q23)	Assessed	Part of a fusion gene in	MLLT3, super elongation complex subunit	7136	MLLT3	4300
402020	Acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2)	Assessed	Part of a fusion gene in	MDS1 and EVI1 complex locus	3498	MECOM	2122
71289	Radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome	Assessed	Disease-causing germline mutation(s) in	MDS1 and EVI1 complex locus	3498	MECOM	2122
52688	Myelodysplastic syndrome	Assessed	Part of a fusion gene in	MDS1 and EVI1 complex locus	3498	MECOM	2122
402020	Acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2)	Assessed	Part of a fusion gene in	ribophorin I	10381	RPN1	6184
402014	Acute myeloid leukemia with t(6;9)(p23;q34)	Assessed	Part of a fusion gene in	nucleoporin 214	8064	NUP214	8021
402014	Acute myeloid leukemia with t(6;9)(p23;q34)	Assessed	Part of a fusion gene in	DEK proto-oncogene	2768	DEK	7913
402023	Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)	Assessed	Part of a fusion gene in	RNA binding motif protein 15	14959	RBM15	64783
402023	Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13)	Assessed	Part of a fusion gene in	megakaryoblastic leukemia (translocation) 1	14334	MKL1	57591
402082	Progressive myoclonic epilepsy type 5	Not yet assessed	Candidate gene tested in	prickle planar cell polarity protein 2	20340	PRICKLE2	166336
402364	Infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly	Assessed	Disease-causing germline mutation(s) in	mediator complex subunit 17	2375	MED17	9440
402041	Autosomal recessive distal renal tubular acidosis	Assessed	Disease-causing germline mutation(s) in	ATPase H+ transporting V0 subunit a4	866	ATP6V0A4	50617
402041	Autosomal recessive distal renal tubular acidosis	Assessed	Disease-causing germline mutation(s) in	ATPase H+ transporting V1 subunit B1	853	ATP6V1B1	525
402075	Familial bicuspid aortic valve	Assessed	Disease-causing germline mutation(s) in	SMAD family member 6	6772	SMAD6	4091
806	Scott syndrome	Assessed	Disease-causing germline mutation(s) in	anoctamin 6	25240	ANO6	196527
404466	Female infertility due to zona pellucida defect	Assessed	Disease-causing germline mutation(s) in	zona pellucida glycoprotein 1	13187	ZP1	22917
404454	Alacrimia-choreoathetosis-liver dysfunction syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	N-glycanase 1	17646	NGLY1	55768
404443	Tall stature-intellectual disability-facial dysmorphism syndrome	Assessed	Disease-causing germline mutation(s) in	DNA methyltransferase 3 alpha	2978	DNMT3A	1788
404448	ADNP-related multiple congenital anomalies-intellectual disability-autism spectrum disorder	Assessed	Disease-causing germline mutation(s) in	activity dependent neuroprotector homeobox	15766	ADNP	23394
404437	Diffuse cerebral and cerebellar atrophy-intractable seizures-progressive microcephaly syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	glutaminyl-tRNA synthetase	9751	QARS	5859
404511	Clear cell papillary renal cell carcinoma	Assessed	Major susceptibility factor in	polybromo 1	30064	PBRM1	55193
404499	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to KIAA0226 deficiency	Assessed	Disease-causing germline mutation(s) in	RUN and cysteine rich domain containing beclin 1 interacting protein	28991	RUBCN	9711
404493	Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency	Assessed	Disease-causing germline mutation(s) in	tyrosyl-DNA phosphodiesterase 2	17768	TDP2	51567
411602	Hereditary late-onset Parkinson disease	Not yet assessed	Candidate gene tested in	GRB10 interacting GYF protein 2	11960	GIGYF2	26058
411602	Hereditary late-onset Parkinson disease	Not yet assessed	Candidate gene tested in	eukaryotic translation initiation factor 4 gamma 1	3296	EIF4G1	1981
411602	Hereditary late-onset Parkinson disease	Assessed	Disease-causing germline mutation(s) in	VPS35, retromer complex component	13487	VPS35	55737
411602	Hereditary late-onset Parkinson disease	Assessed	Disease-causing germline mutation(s) (gain of function) in	DnaJ heat shock protein family (Hsp40) member C13	30343	DNAJC13	23317
411629	Nephropathic infantile cystinosis	Assessed	Disease-causing germline mutation(s) in	cystinosin, lysosomal cystine transporter	2518	CTNS	1497
411641	Ocular cystinosis	Assessed	Disease-causing germline mutation(s) in	cystinosin, lysosomal cystine transporter	2518	CTNS	1497
411634	Juvenile nephropathic cystinosis	Assessed	Disease-causing germline mutation(s) in	cystinosin, lysosomal cystine transporter	2518	CTNS	1497
411493	Pontocerebellar hypoplasia type 10	Assessed	Disease-causing germline mutation(s) (loss of function) in	cleavage and polyadenylation factor I subunit 1	16999	CLP1	10978
411515	Angelman syndrome due to imprinting defect in 15q11-q13	Assessed	Role in the phenotype of	ATPase phospholipid transporting 10A (putative)	13542	ATP10A	57194
411712	Maternal riboflavin deficiency	Assessed	Disease-causing germline mutation(s) in	solute carrier family 52 member 1	30225	SLC52A1	55065
411788	Familial isolated trichomegaly	Assessed	Disease-causing germline mutation(s) in	fibroblast growth factor 5	3683	FGF5	2250
411986	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	dedicator of cytokinesis 7	19190	DOCK7	85440
412022	Facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	Assessed	Disease-causing germline mutation(s) in	aspartate beta-hydroxylase	757	ASPH	444
371364	Hypotonia-speech impairment-severe cognitive delay syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	unc-80 homolog, NALCN activator	26582	UNC80	285175
391474	Frontorhiny	Assessed	Disease-causing germline mutation(s) (loss of function) in	ALX homeobox 3	449	ALX3	257
391665	Homozygous familial hypercholesterolemia	Assessed	Disease-causing germline mutation(s) in	apolipoprotein B	603	APOB	338
391665	Homozygous familial hypercholesterolemia	Assessed	Disease-causing germline mutation(s) in	low density lipoprotein receptor	6547	LDLR	3949
391665	Homozygous familial hypercholesterolemia	Assessed	Disease-causing germline mutation(s) in	low density lipoprotein receptor adaptor protein 1	18640	LDLRAP1	26119
391665	Homozygous familial hypercholesterolemia	Assessed	Disease-causing germline mutation(s) in	proprotein convertase subtilisin/kexin type 9	20001	PCSK9	255738
391348	Growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	sideroflexin 4	16088	SFXN4	119559
391372	Intellectual disability-severe speech delay-mild dysmorphism syndrome	Assessed	Disease-causing germline mutation(s) in	forkhead box P1	3823	FOXP1	27086
52417	MALT lymphoma	Assessed	Part of a fusion gene in	forkhead box P1	3823	FOXP1	27086
99860	Precursor B-cell acute lymphoblastic leukemia	Assessed	Part of a fusion gene in	forkhead box P1	3823	FOXP1	27086
391376	Congenital microcephaly-severe encephalopathy-progressive cerebral atrophy syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	asparagine synthetase (glutamine-hydrolyzing)	753	ASNS	440
391389	Familial episodic pain syndrome with predominantly upper body involvement	Assessed	Disease-causing germline mutation(s) (gain of function) in	transient receptor potential cation channel subfamily A member 1	497	TRPA1	8989
391408	Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome	Assessed	Disease-causing germline mutation(s) in	tRNA methyltransferase 10A	28403	TRMT10A	93587
391408	Primary microcephaly-mild intellectual disability-young-onset diabetes syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	protein phosphatase 1 regulatory subunit 15B	14951	PPP1R15B	84919
391411	Atypical juvenile parkinsonism	Assessed	Disease-causing germline mutation(s) in	synaptojanin 1	11503	SYNJ1	8867
442835	Undetermined early-onset epileptic encephalopathy	Assessed	Disease-causing germline mutation(s) in	synaptojanin 1	11503	SYNJ1	8867
391428	HSD10 disease, infantile type	Assessed	Disease-causing germline mutation(s) in	hydroxysteroid 17-beta dehydrogenase 10	4800	HSD17B10	3028
391457	HSD10 disease, neonatal type	Assessed	Disease-causing germline mutation(s) in	hydroxysteroid 17-beta dehydrogenase 10	4800	HSD17B10	3028
85295	HSD10 disease, atypical type	Assessed	Disease-causing germline mutation(s) in	hydroxysteroid 17-beta dehydrogenase 10	4800	HSD17B10	3028
391307	Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome	Assessed	Disease-causing germline mutation(s) in	TELO2 interacting protein 2	26262	TTI2	80185
391316	Infantile-onset mesial temporal lobe epilepsy with severe cognitive regression	Assessed	Disease-causing germline mutation(s) in	tyrosine kinase non receptor 2	19297	TNK2	10188
391330	X-linked osteoporosis with fractures	Assessed	Disease-causing germline mutation(s) (loss of function) in	plastin 3	9091	PLS3	5358
397968	Charcot-Marie-Tooth disease type 2R	Assessed	Disease-causing germline mutation(s) (loss of function) in	tripartite motif containing 2	15974	TRIM2	23321
397964	Combined immunodeficiency due to MALT1 deficiency	Assessed	Disease-causing germline mutation(s) in	MALT1 paracaspase	6819	MALT1	10892
52417	MALT lymphoma	Assessed	Part of a fusion gene in	MALT1 paracaspase	6819	MALT1	10892
397951	Microcephaly-thin corpus callosum-intellectual disability syndrome	Assessed	Disease-causing germline mutation(s) in	TATA-box binding protein associated factor 2	11536	TAF2	6873
397946	Autosomal recessive spastic paraplegia type 58	Assessed	Disease-causing germline mutation(s) (loss of function) in	kinesin family member 1C	6317	KIF1C	10749
397941	MAN1B1-CDG	Assessed	Disease-causing germline mutation(s) in	mannosidase alpha class 1B member 1	6823	MAN1B1	11253
88616	Autosomal recessive non-syndromic intellectual disability	Assessed	Disease-causing germline mutation(s) in	mannosidase alpha class 1B member 1	6823	MAN1B1	11253
397787	Severe combined immunodeficiency due to IKK2 deficiency	Assessed	Disease-causing germline mutation(s) (loss of function) in	inhibitor of nuclear factor kappa B kinase subunit beta	5960	IKBKB	3551
397758	Retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies	Assessed	Disease-causing germline mutation(s) in	integral membrane protein 2B	6174	ITM2B	9445
97346	ADan amyloidosis	Assessed	Disease-causing germline mutation(s) in	integral membrane protein 2B	6174	ITM2B	9445
97345	ABri amyloidosis	Assessed	Disease-causing germline mutation(s) in	integral membrane protein 2B	6174	ITM2B	9445
397744	Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome	Assessed	Disease-causing germline mutation(s) in	myosin heavy chain 14	23212	MYH14	79784
90635	Autosomal dominant non-syndromic sensorineural deafness type DFNA	Assessed	Disease-causing germline mutation(s) in	myosin heavy chain 14	23212	MYH14	79784
397725	COASY protein-associated neurodegeneration	Assessed	Disease-causing germline mutation(s) in	Coenzyme A synthase	29932	COASY	80347
397709	Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	sorting nexin 14	14977	SNX14	57231
397623	Short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	goosecoid homeobox	4612	GSC	145258
397685	Familial  hyperprolactinemia	Assessed	Disease-causing germline mutation(s) (loss of function) in	prolactin receptor	9446	PRLR	5618
50920	Multiple fibroadenoma of the breast	Assessed	Disease-causing germline mutation(s) (gain of function) in	prolactin receptor	9446	PRLR	5618
397615	Obesity due to CEP19 deficiency	Assessed	Disease-causing germline mutation(s) (loss of function) in	centrosomal protein 19	28209	CEP19	84984
397618	Foveal hypoplasia-optic nerve decussation defect-anterior segment dysgenesis syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	solute carrier family 38 member 8	32434	SLC38A8	146167
397596	Activated PI3K-delta syndrome	Assessed	Disease-causing germline mutation(s) (gain of function) in	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	8977	PIK3CD	5293
397593	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	Assessed	Disease-causing germline mutation(s) in	LYR motif containing 4	21365	LYRM4	57128
397593	Severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency	Assessed	Disease-causing germline mutation(s) in	NFS1, cysteine desulfurase	15910	NFS1	9054
397612	Macrocephaly-developmental delay syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	kaptin, actin binding protein	6404	KPTN	11133
394532	Multiple acyl-CoA dehydrogenase deficiency, mild type	Assessed	Disease-causing germline mutation(s) in	electron transfer flavoprotein alpha subunit	3481	ETFA	2108
394529	Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type	Assessed	Disease-causing germline mutation(s) in	electron transfer flavoprotein alpha subunit	3481	ETFA	2108
394532	Multiple acyl-CoA dehydrogenase deficiency, mild type	Assessed	Disease-causing germline mutation(s) in	electron transfer flavoprotein beta subunit	3482	ETFB	2109
394529	Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type	Assessed	Disease-causing germline mutation(s) in	electron transfer flavoprotein beta subunit	3482	ETFB	2109
394532	Multiple acyl-CoA dehydrogenase deficiency, mild type	Assessed	Disease-causing germline mutation(s) in	electron transfer flavoprotein dehydrogenase	3483	ETFDH	2110
394529	Multiple acyl-CoA dehydrogenase deficiency, severe neonatal type	Assessed	Disease-causing germline mutation(s) in	electron transfer flavoprotein dehydrogenase	3483	ETFDH	2110
394532	Multiple acyl-CoA dehydrogenase deficiency, mild type	Assessed	Disease-causing germline mutation(s) (loss of function) in	flavin adenine dinucleotide synthetase 1	24671	FLAD1	80308
394532	Multiple acyl-CoA dehydrogenase deficiency, mild type	Assessed	Disease-causing germline mutation(s) in	solute carrier family 25 member 32	29683	SLC25A32	81034
399808	Male infertility with teratozoospermia due to single gene mutation	Assessed	Disease-causing germline mutation(s) in	nanos C2HC-type zinc finger 1	23044	NANOS1	340719
399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation	Assessed	Disease-causing germline mutation(s) in	nanos C2HC-type zinc finger 1	23044	NANOS1	340719
399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation	Assessed	Major susceptibility factor in	spermatogenesis and oogenesis specific basic helix-loop-helix 1	27845	SOHLH1	402381
399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation	Assessed	Disease-causing germline mutation(s) in	TATA-box binding protein associated factor 4b	11538	TAF4B	6875
399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation	Assessed	Disease-causing germline mutation(s) in	zinc finger MYND-type containing 15	20997	ZMYND15	84225
399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation	Assessed	Disease-causing germline mutation(s) in	synaptonemal complex central element protein 1	28852	SYCE1	93426
399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation	Assessed	Disease-causing germline mutation(s) (loss of function) in	testis expressed 11	11733	TEX11	56159
399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation	Not yet assessed	Candidate gene tested in	synaptonemal complex protein 3	18130	SYCP3	50511
399805	Male infertility with azoospermia or oligozoospermia due to single gene mutation	Assessed	Disease-causing germline mutation(s) in	kelch like family member 10	18829	KLHL10	317719
399081	KLHL9-related early-onset distal myopathy	Assessed	Disease-causing germline mutation(s) in	kelch like family member 9	18732	KLHL9	55958
398189	Focal facial dermal dysplasia type IV	Assessed	Disease-causing germline mutation(s) (loss of function) in	cytochrome P450 family 26 subfamily C member 1	20577	CYP26C1	340665
435628	Keppen-Lubinsky syndrome	Assessed	Disease-causing germline mutation(s) in	potassium voltage-gated channel subfamily J member 6	6267	KCNJ6	3763
435660	LIPE-related familial partial lipodystrophy	Assessed	Disease-causing germline mutation(s) in	lipase E, hormone sensitive type	6621	LIPE	3991
435651	CIDEC-related familial partial lipodystrophy	Assessed	Disease-causing germline mutation(s) (loss of function) in	cell death inducing DFFA like effector c	24229	CIDEC	63924
435845	Lethal neonatal spasticity-epileptic encephalopathy syndrome	Assessed	Disease-causing germline mutation(s) in	BRCA1 associated ATM activator 1	21701	BRAT1	221927
435953	Progeroid features-hepatocellular carcinoma predisposition syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	SprT-like N-terminal domain	25356	SPRTN	83932
435988	Chronic atrial and intestinal dysrhythmia syndrome	Assessed	Disease-causing germline mutation(s) in	shugoshin 1	25088	SGO1	151648
435934	COG2-CDG	Assessed	Disease-causing germline mutation(s) (loss of function) in	component of oligomeric golgi complex 2	6546	COG2	22796
435998	Autosomal recessive intermediate Charcot-Marie-Tooth disease type D	Assessed	Disease-causing germline mutation(s) (loss of function) in	cytochrome c oxidase subunit 6A1	2277	COX6A1	1337
436151	Intellectual disability-expressive aphasia-facial dysmorphism syndrome	Assessed	Disease-causing germline mutation(s) in	zinc finger MYND-type containing 11	16966	ZMYND11	10771
436182	Microcephalic primordial dwarfism-insulin resistance syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase	26513	NSMCE2	286053
436182	Microcephalic primordial dwarfism-insulin resistance syndrome	Assessed	Disease-causing germline mutation(s) in	X-ray repair cross complementing 4	12831	XRCC4	7518
99812	LIG4 syndrome	Not yet assessed	Candidate gene tested in	X-ray repair cross complementing 4	12831	XRCC4	7518
436174	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	isoleucyl-tRNA synthetase 2, mitochondrial	29685	IARS2	55699
436245	Retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)	17964	RDH11	51109
436242	Familial atrial tachyarrhythmia-infra-Hisian cardiac conduction disease	Assessed	Disease-causing germline mutation(s) in	TNNI3 interacting kinase	19661	TNNI3K	51086
436271	Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy	Assessed	Disease-causing germline mutation(s) in	apoptogenic 1, mitochondrial	20492	APOPT1	84334
436274	Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa	Assessed	Disease-causing germline mutation(s) in	gamma-glutamyl carboxylase	4247	GGCX	2677
91135	Body skin hyperlaxity due to vitamin K-dependent coagulation factor deficiency	Assessed	Disease-causing germline mutation(s) in	gamma-glutamyl carboxylase	4247	GGCX	2677
98434	Hereditary combined deficiency of vitamin K-dependent clotting factors	Assessed	Disease-causing germline mutation(s) in	gamma-glutamyl carboxylase	4247	GGCX	2677
437552	Autosomal recessive primary immunodeficiency with defective spontaneous natural killer cell cytotoxicity	Assessed	Disease-causing germline mutation(s) in	Fc fragment of IgG receptor IIIa	3619	FCGR3A	2214
438178	Severe intellectual disability-epilepsy-cataract syndrome due to fatty acyl-CoA reductase 1 deficiency	Assessed	Disease-causing germline mutation(s) in	fatty acyl-CoA reductase 1	26222	FAR1	84188
438134	PCNA-related progressive neurodegenerative photosensitivy syndrome	Assessed	Disease-causing germline mutation(s) in	proliferating cell nuclear antigen	8729	PCNA	5111
438117	Steel syndrome	Assessed	Disease-causing germline mutation(s) in	collagen type XXVII alpha 1 chain	22986	COL27A1	85301
438114	RARS-related autosomal recessive hypomyelinating leukodystrophy	Assessed	Disease-causing germline mutation(s) in	arginyl-tRNA synthetase	9870	RARS	5917
438274	GCGR-related hyperglucagonemia	Assessed	Disease-causing germline mutation(s) in	glucagon receptor	4192	GCGR	2642
438207	Severe autosomal recessive macrothrombocytopenia	Assessed	Disease-causing germline mutation(s) (loss of function) in	protein kinase cAMP-activated catalytic subunit gamma	9382	PRKACG	5568
439212	Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome	Assessed	Disease-causing germline mutation(s) in	multiple EGF like domains 10	29634	MEGF10	84466
439854	Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease	Assessed	Disease-causing germline mutation(s) in	protein kinase AMP-activated non-catalytic subunit gamma 2	9386	PRKAG2	51422
439897	Lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome	Assessed	Disease-causing germline mutation(s) (loss of function) in	kinesin family member 14	19181	KIF14	9928
440713	Isolated sedoheptulokinase deficiency	Assessed	Disease-causing germline mutation(s) in	sedoheptulokinase	1492	SHPK	23729
440437	Familial colorectal cancer Type X	Assessed	Disease-causing germline mutation(s) in	ribosomal protein S20	10405	RPS20	6224
440706	Ribose-5-P isomerase deficiency	Assessed	Disease-causing germline mutation(s) in	ribose 5-phosphate isomerase A	10297	RPIA	22934
441447	Early-onset posterior subcapsular cataract	Assessed	Disease-causing germline mutation(s) (gain of function) in	charged multivesicular body protein 4B	16171	CHMP4B	128866
98993	Early-onset posterior polar cataract	Assessed	Disease-causing germline mutation(s) in	charged multivesicular body protein 4B	16171	CHMP4B	128866
441447	Early-onset posterior subcapsular cataract	Assessed	Disease-causing germline mutation(s) in	EPH receptor A2	3386	EPHA2	1969
98991	Early-onset nuclear cataract	Assessed	Disease-causing germline mutation(s) in	EPH receptor A2	3386	EPHA2	1969
98994	Total early-onset cataract	Assessed	Disease-causing germline mutation(s) in	EPH receptor A2	3386	EPHA2	1969
98993	Early-onset posterior polar cataract	Assessed	Disease-causing germline mutation(s) in	EPH receptor A2	3386	EPHA2	1969
441447	Early-onset posterior subcapsular cataract	Assessed	Disease-causing germline mutation(s) in	unc-45 myosin chaperone B	14304	UNC45B	146862
98991	Early-onset nuclear cataract	Assessed	Disease-causing germline mutation(s) in	unc-45 myosin chaperone B	14304	UNC45B	146862
441447	Early-onset posterior subcapsular cataract	Assessed	Disease-causing germline mutation(s) in	LEM domain containing 2	21244	LEMD2	221496
98994	Total early-onset cataract	Assessed	Disease-causing germline mutation(s) in	LEM domain containing 2	21244	LEMD2	221496
441452	Early-onset lamellar cataract	Assessed	Disease-causing germline mutation(s) in	beaded filament structural protein 2	1041	BFSP2	8419
98984	Pulverulent cataract	Assessed	Disease-causing germline mutation(s) in	beaded filament structural protein 2	1041	BFSP2	8419
98985	Early-onset sutural cataract	Assessed	Disease-causing germline mutation(s) in	beaded filament structural protein 2	1041	BFSP2	8419
441452	Early-onset lamellar cataract	Assessed	Disease-causing germline mutation(s) in	crystallin beta A1	2394	CRYBA1	1411
98985	Early-onset sutural cataract	Assessed	Disease-causing germline mutation(s) in	crystallin beta A1	2394	CRYBA1	1411
98991	Early-onset nuclear cataract	Assessed	Disease-causing germline mutation(s) in	crystallin beta A1	2394	CRYBA1	1411
98993	Early-onset posterior polar cataract	Assessed	Disease-causing germline mutation(s) in	crystallin beta A1	2394	CRYBA1	1411
441452	Early-onset lamellar cataract	Assessed	Disease-causing germline mutation(s) in	heat shock transcription factor 4	5227	HSF4	3299
98994	Total early-onset cataract	Assessed	Disease-causing germline mutation(s) in	heat shock transcription factor 4	5227	HSF4	3299
441452	Early-onset lamellar cataract	Assessed	Disease-causing germline mutation(s) in	major intrinsic protein of lens fiber	7103	MIP	4284
98989	Cerulean cataract	Assessed	Disease-causing germline mutation(s) in	major intrinsic protein of lens fiber	7103	MIP	4284
98985	Early-onset sutural cataract	Assessed	Disease-causing germline mutation(s) in	major intrinsic protein of lens fiber	7103	MIP	4284
98991	Early-onset nuclear cataract	Assessed	Disease-causing germline mutation(s) in	major intrinsic protein of lens fiber	7103	MIP	4284
98994	Total early-onset cataract	Assessed	Disease-causing germline mutation(s) in	major intrinsic protein of lens fiber	7103	MIP	4284
98993	Early-onset posterior polar cataract	Assessed	Disease-causing germline mutation(s) in	major intrinsic protein of lens fiber	7103	MIP	4284
441452	Early-onset lamellar cataract	Assessed	Disease-causing germline mutation(s) in	crystallin gamma S	2417	CRYGS	1427
98985	Early-onset sutural cataract	Assessed	Disease-causing germline mutation(s) in	crystallin gamma S	2417	CRYGS	1427
441452	Early-onset lamellar cataract	Assessed	Disease-causing germline mutation(s) in	crystallin gamma B	2409	CRYGB	1419
98988	Early-onset anterior polar cataract	Assessed	Disease-causing germline mutation(s) in	crystallin gamma B	2409	CRYGB	1419
98994	Total early-onset cataract	Assessed	Disease-causing germline mutation(s) in	crystallin gamma B	2409	CRYGB	1419
443062	Familial porphyria cutanea tarda	Assessed	Disease-causing germline mutation(s) (loss of function) in	uroporphyrinogen decarboxylase	12591	UROD	7389
95159	Hepatoerythropoietic porphyria	Assessed	Disease-causing germline mutation(s) in	uroporphyrinogen decarboxylase	12591	UROD	7389
443073	Charcot-Marie-Tooth disease type 2S	Assessed	Disease-causing germline mutation(s) (loss of function) in	immunoglobulin mu binding protein 2	5542	IGHMBP2	3508
98920	Spinal muscular atrophy with respiratory distress type 1	Assessed	Disease-causing germline mutation(s) in	immunoglobulin mu binding protein 2	5542	IGHMBP2	3508
442835	Undetermined early-onset epileptic encephalopathy	Assessed	Disease-causing germline mutation(s) in	seizure threshold 2 homolog (mouse)	29040	SZT2	23334
442835	Undetermined early-onset epileptic encephalopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	NECAP endocytosis associated 1	24539	NECAP1	25977
442835	Undetermined early-onset epileptic encephalopathy	Assessed	Disease-causing germline mutation(s) (gain of function) in	hyperpolarization activated cyclic nucleotide gated potassium channel 1	4845	HCN1	348980
442835	Undetermined early-onset epileptic encephalopathy	Assessed	Disease-causing germline mutation(s) in	potassium voltage-gated channel subfamily B member 1	6231	KCNB1	3745
442835	Undetermined early-onset epileptic encephalopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	potassium voltage-gated channel subfamily A member 2	6220	KCNA2	3737
442835	Undetermined early-onset epileptic encephalopathy	Assessed	Disease-causing germline mutation(s) (gain of function) in	potassium voltage-gated channel subfamily A member 2	6220	KCNA2	3737
442835	Undetermined early-onset epileptic encephalopathy	Assessed	Disease-causing germline mutation(s) (gain of function) in	fibroblast growth factor 12	3668	FGF12	2257
442835	Undetermined early-onset epileptic encephalopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	ubiquitin like modifier activating enzyme 5	23230	UBA5	79876
442835	Undetermined early-onset epileptic encephalopathy	Assessed	Disease-causing germline mutation(s) (gain of function) in	glutamate ionotropic receptor NMDA type subunit 2D	4588	GRIN2D	2906
442835	Undetermined early-onset epileptic encephalopathy	Assessed	Disease-causing germline mutation(s) in	adaptor related protein complex 3 beta 2 subunit	567	AP3B2	8120
443197	X-linked erythropoietic protoporphyria	Assessed	Disease-causing germline mutation(s) (gain of function) in	5'-aminolevulinate synthase 2	397	ALAS2	212
75563	X-linked sideroblastic anemia	Assessed	Disease-causing germline mutation(s) in	5'-aminolevulinate synthase 2	397	ALAS2	212
298	Mitochondrial neurogastrointestinal encephalomyopathy	Assessed	Disease-causing germline mutation(s) (loss of function) in	thymidine phosphorylase	3148	TYMP	1890
552	MODY	Assessed	Disease-causing germline mutation(s) in	carboxyl ester lipase	1848	CEL	1056
552	MODY	Assessed	Disease-causing germline mutation(s) in	glucokinase	4195	GCK	2645
